normLongitude,normLatitude,text
0.1721406475991924,0.7249584874356005,World's #Deadliest Elite Special Forces In #Malaysia https://t.co/TGVe19Ujnf https://t.co/9C2EjQg2KT
0.2756761223671719,0.6505528534930548,Yoooo my substitute is extremely attractive �?😛
0.2754837023092239,0.6966272976183047,Stopped for speeding at an invisible crosswalk... Hello Friday.🙄
0.2721473860122341,0.7588515342372686,The Spring Break is upon us. https://t.co/6JK2YPTKdH
0.2641440554404985,0.760523638828931,I can't believe I saw Abel twice within 6 months last year
0.283657689922828,0.6633591559430723,@BritneySpears thank you for till the world ends. I can't believe it's already been five years since you gave us this record. ☀�?
0.2843016827218568,0.7089421478207208,@TheMikeBagley I thought @LVMotorSpeedway was @PRNlive not @MRNRadio we'll be listening either way enjoy Las Vegas and what happened w/ladie
0.2817974952120788,0.7578193900573441,You the fucking best .
0.3010086434560426,0.7462270613832535,Can't wait  https://t.co/WJNxAbFIQ3
0.3317985721933885,0.5792552321819213,Meanwhile I just want the 40 https://t.co/xAwO8gPszP
0.2789861641055863,0.7490281607702074,someone that's proud to have you is nice..
0.2684842963883815,0.7850708208768297,@ohhboyitsbrook yes!! Lmaoooo
0.3127593175097276,0.7641768176073276,Really solid game by the @NHLBruins last night. Liles looks really good. #team #NHL #effort
0.3786534757586412,0.4237750080253806,I'm at Casa do Edward https://t.co/2Fa1qk6Dba
0.2376837012213793,0.6914552259742769,"@RossSchulman it will soon go the way of the floppy icon for ""save""."
0.2901145515081393,0.7687059201149015,Forget your scars we'll forget mine
0.2136639267205859,0.7454062392985805,Stupid is as stupid does.            - FORREST GUMP
0.237674253812255,0.6929351142613575,is this good @erica_burgoyne  https://t.co/nbcYNtl11G
0.3043608230596943,0.7522588430732682,When u call w drag queen sir on accident 😅😅😅
0.407680979139782,0.4061386915683084,"I'm at Cecomil - @lojacecomil in Fortaleza, CE https://t.co/kstwFT6BET"
0.2843016827218568,0.7089421478207208,Cast Away in my top 5 favorite films of all time
0.2884858135090111,0.7745136435524828,Who's ready for a Hybrid reset  Let's get that 3rd and final month of Winter Training. 💦💪🔥� https://t.co/OhrDs4xtNM
0.2725388999447489,0.7054630128051126,Get ready for Easter! Watch for it next week on Facebook and https://t.co/gzNadVkXed� https://t.co/QgjSc8I8XP
0.2735540423842024,0.6991390268804935,I'm on
0.2782714608248995,0.7473475392329992,@NVOjy i played AAU with him ever since we was in the 3rd grade
0.2829046618614633,0.7492915680107647,@kendricklamar just dropped a new album. I've never been happier💯🔥
0.2954781383203939,0.7376264429700687,"Tonsilitis? What am I, eight?"
0.3127593175097276,0.7641768176073276,Respect Life &gt;&gt;&gt;&gt; Money &amp; Violence
0.2815898228158934,0.6530438870829092,kinda not going the way I planned https://t.co/UnGEgDJ7jB
0.2823478494447035,0.7545924978144873,s/o to Leigh Hall for coming in clutch with heat this morning 🙂
0.2544143482827475,0.6716813934624629,Happy #Fuzz #Free Friday!  #livelovedayspa #IWantWax #ouchless #Brazilian #BikiniWaxing #Browwax� https://t.co/l9yfipBEsE
0.2825339682455375,0.6581128627143126,"I'm at @McDonalds in Apopka, FL https://t.co/w9TjQ6pMol"
0.2899924234403508,0.7150211983641515,Correct  https://t.co/qDyKIBCjqS
0.3034576440398867,0.752710124569948,#WhatNotToTakeWithYouOnAFirstDate that chip in your shoulder...don't judge this one based on all the last ones
0.1630293821326686,0.7288848247546817,Opened Graffiti Abatement - Report request via iphone at 524 Fillmore St https://t.co/hSB6myFA1R. https://t.co/YMC1egOwtv
0.2871265059650971,0.7155512479629116,"Well at least it's Friday. I'll just leave it at that! (@ Greensboro Auto Auction, Inc. in Greensboro, NC) https://t.co/BzjmGL79ru"
0.2483701528525849,0.7856215613277451,@maggiepriceless @CubaLibreSez @pourquoinon @ThynkTwyce @IdahoRoadapple @CornfeldBernard thank you
0.2738428350558007,0.6977323975417252,I hated everybody yesterday
0.3073919934371574,0.7562835760306174,@GrutziusSam #AudioSurgery 😷😷😷😷 directed by @alethemanhoe  https://t.co/Ooy8Dc1zxX
0.3127593175097276,0.7641768176073276,@comcastcares  https://t.co/L1XxrwHaAW (WiFi) : 9.37 Mb/s (download) &amp; 5.50 Mb/s (upload) via #sensorly https://t.co/tUH4GLdyxt
0.3041337571550428,0.753077161774586,Every morning thought  https://t.co/Wd7up0crsX
0.2392139015330699,0.9470672028702763,@erinmyers ty erin beautie happy weekendxxx
0.193085435516816,0.6960660771650201,The awakening DLC for Black Ops 3 downloaded in less than 5 seconds
0.2669579616549573,0.6959834732887791,FOR IT IS IMPOSSIBLE FOR GOD TO LIE. IS THERE ANYTHING TOO HARD FOR GOD?
0.2629701765801489,0.759782886139214,"Don't tell me we are in the newspaper AGAIN. Well, you know. #NoisesOff TONIGHT at 7:00 p.m. https://t.co/wX4yo1JYRq https://t.co/YlDLQ7eH5S"
0.2669890700090639,0.6947800805834936,"Slow traffic in #Hoover on I 65 NB between I-459 and Alford Ave, delay of 2 mins #traffic https://t.co/ZmMl2wqD23"
0.2843016827218568,0.7089421478207208,"Ross says U.S. has 10 evolving MegaRegions. Clt in 'Piedmont Atlantic' region, with ATL, RDU, Greenville. #cltpublicpolicy"
0.2819362302473802,0.7167635337432045,Longest week ever goddam
0.2840688366767872,0.6966746403293043,@TOProject I haven't been in a while. still have friends there though.
0.2364208367784989,0.6903712493197266,@wthDARIELLE 😂😂😂 you a good girlfriend
0.1747498793914063,0.6997039674236398,@funkinatrix Or at least a recovery program for those of us in shock (but not surprised) after seeing these graphs...
0.2740700117805006,0.6965713718786586,thankful for this morning though 💯✊�?�
0.2784528426227657,0.6801642556769197,"If You're For Donald Trump, We're Automatically Beefing! 💯😤🖕�?�"
0.2544268899042752,0.6720136748432198,@TheBukuProject the site is not working?? https://t.co/XAeN1zmzIp
0.2515969629020331,0.6700465675142427,"@GARET250 Thanks for the follow! Check out our videos, comment on them and follow us on our Warped Tour Page https://t.co/N4m2OhKehC"
0.3005279644125188,0.7470470282748549,@pistolpatty75 @Barnes96 @rose10052  Wake up to reality. Rubio is far behind in delegates. This is fact. Not opinion.
0.2863834169164239,0.6359234815507776,Good morning Miami mi amor
0.2645281548118606,0.7473921414389281,today better go by fast
0.2906853505815313,0.7138783416666167,#ncties16   Learning new webtools! Can't wait to bring all THIS info back to my Falcon Family!  Google classroom applications!  YAY!
0.2763463036934227,0.7590683684405909,"@chloe_destazio you're welcome, I hope it's a great one!😊"
0.2575922986477608,0.7352562201731048,🙌�?� Absolutely perfect! Awesome job as always alisonmward!!!� https://t.co/wOsVIvetzT
0.2884601190058996,0.7306665124648863,@DanaPerino after last night I couldnt vote for trump as long is in republican party. my will only be a protest vote against the republican
0.24309465922984,0.6666403179608089,"Idk wtf this teacher is saying &amp; she just shook her head yes so I did too &amp; she was like ""oh I didn't know that"" &amp; I was like ""know what"""
0.2775151766955344,0.6892660872004465,@davekoffer @theEagleiRising  I would divorce mine. Couldn't live with anyone that stupid.  #neverTrump
0.3346556808163019,0.7823183978355981,"News | Paper, not plastic for leaf and yard waste collection https://t.co/4YpzbClqxk"
0.3043213711224717,0.7794608009735573,"@amandazeusch happy birthday gorgeous, hope you have the best day ever�?��? good luck on your test🎉😊"
0.2359326992540875,0.6508519300591835,@jsepulveda38 OMG GET THEM pls
0.2793839322550208,0.6477730056539321,"@foxandfriends @marcorubio Rubio, I live in Florida, get this. GO TRUMP"
0.3125532038850122,0.7655440147710093,Want a tee like that? https://t.co/39GXnSVkBr
0.2975735208788139,0.721024910285209,If it happens it happens 😌
0.3660091891966617,0.804362627701037,@seliharris @VOCMOpenline Been chasing it a lot this Winter bit when it's open it's a great way to get some fresh air and exercise
0.23604341577321,0.6868578362999299,Basically  https://t.co/jis71TuL7D
0.329761497836728,0.2871134714525581,I'm at La Posada Hotel Boutique in Sucre https://t.co/1vFNczwHRf
0.282377738778278,0.7576609383301283,I hate when I'm doing work and I don't understand something like that annoys the shit outta me lmao
0.2679864912729076,0.7443743244658889,"Get the systems, get the alignment, get the insights to build business. https://t.co/Rb4WoznFZU Get the training. https://t.co/SpzpiL1cd4"
0.2411072926809425,0.6661151516699779,Yeah auto correct  https://t.co/1NFJ3V3ktq
0.2597471037910164,0.7441624309461761,"Hey, it's Friday suckas! 😎"
0.3117878339698386,0.7603161223428486,Happy birthday!! @fallonplociak_
0.193085435516816,0.6960660771650201,Where's my heart? Goodluck finding that
0.2688748787325738,0.7464671063039894,@Ginger_Zee GM! Looking 4ward to watching you take America by storm on @DancingABC. Good luck &amp; all the best to you.😃
0.2795699539133335,0.749269939400534,Im the kind of person that when someone threatens to quit at work I tell them to go ahead 🙄
0.3119795643188013,0.7602124535063559,@Morning_Joe B's 4 All? @MarkHalperin's lost all credibility giving hi marks 2 the #GOPDebate #CuckoosNest candidates. @Reince U Built This.
0.2216087355578266,0.6830125345107413,@marcorubio Marco takes on trumpster rants but msm belittles him why cant voters see this as playing down Marcomentum
0.3047081564218485,0.7528002463707374,Drivin to work and I get a text telling me @iamValC is on #GMA...how did I not know..I must be slipping...�?🙄
0.3043088615804317,0.7520714780457473,Love bumping into this guy  @gma congrats  dan_abrams on the success of https://t.co/bCXZlL8ZgA� https://t.co/sbFQnEH8Zq
0.2840688366767872,0.6966746403293043,This shit so fake https://t.co/aHLn4qWd31
0.2871764466407776,0.7086423598894463,*Anastasia doing project during first period* Me: when is that due Anastasia: ... Me: ... Anastasia: last week
0.2282206052276486,0.6775319519661077,Tilson's driving 90 on the way to Kaufman rn. We'll make there in 5min instead of 15 😂
0.2863646139621629,0.7501059411622293,Disabled bus in #Coraopolis on N Forest Grove Rd at Coraopolis Rd #traffic https://t.co/SL0OqniwpZ
0.2455676027767678,0.6691201524086656,That guh told me no other relationship ever gone comepare to what we had bihhh put that on ya momma😂😂😂
0.3039253090185188,0.7532313414236846,disappointed in myself bc I grew a liking to rihanna's song even tho shits not as good as oldies
0.3113668971395004,0.7772967271312093,Omg graduation is 3 months from today 🙈🎉
0.2840688366767872,0.6966746403293043,The entire party lost! https://t.co/BIzKANb47V
0.1721406475991924,0.7249584874356005,Here's To The Odds We Beat
0.286042761920343,0.6394476194691413,Something I won't miss next year: this.
0.2969740646158065,0.7730984793868592,Any kind of happy is better than being miserable.
0.2646809785748914,0.730667219942791,in 24 hours I'll be off to Florida with @Jasminestuckey �?�?✈�?
0.282377738778278,0.7576609383301283,@Malihoo29 2 and a half hours of hell
0.1784125009463703,0.6895544621914554,"Went bigger on the live bait tank. I initially had a 14 gallon bait tank, which I thought was 32� https://t.co/rMzEnHRT99"
0.2399542829854928,0.7561073051895809,@letscookcarly Spotify babe
0.2966269237305785,0.7406282483964615,@redPak7 he's the Ric chairman. I see him everywhere with grandiose delusions on tv
0.2108707628112348,0.7008347309136929,@BillMcCamley literally listening to a story on npr about oil and gas in Montana right now. #keepitwild #publiclands
0.298232461260947,0.7213306495828141,"Nesi tells me to call her when I wake up, so I do and she isn't even answering wth"
0.2094624120590531,0.6821095400336041,"6:26am: sunrise sunset will be at 6:06pm today's forecast: fair, 30/11°C tomorrow: partly cloudy, 29/12°C"
0.24309465922984,0.6666403179608089,I'm going to GCM for a field trip
0.3047081564218485,0.7528002463707374,How a 5 year old made the beat to one of Kendrick tracks. I'm doing something wrong in my life.
0.2821351361944754,0.673160030057866,Never trust a person that wears flip flops with no socks to school....
0.3827991089441685,0.2552495664413691,@MofkPm33 and the roads built hanging over the river
0.2688564680229577,0.7444754471593729,Me @ all my friends like every day: https://t.co/NJ7y17wgec
0.3078929394261077,0.7578568125287123,+1. Music is therapy for the soul.  https://t.co/YaKhNuk69n
0.2971149693910024,0.7539756703753379,This hangover is something crazy 🙈
0.17856126519605,0.6902907989751298,@MackHigh_ if you ask her I just have to know what she says https://t.co/ucjsyRt8Xh
0.2327007594029263,0.6639157816772172,"From $1,300 in debt to $0 y'all don't know how happy I am ✨"
0.2436382723955744,0.738480302717997,Keep rolling Cougars! #proud tobesmsd https://t.co/pACHCiggWg
0.2969555153811299,0.7235678307710663,@traveeynumba1 happy birthday 🤑🎉
0.2346756703616493,0.6683607759461923,Kendrick Lamar to release new album. Prepare thyself.
0.2597471037910164,0.7441624309461761,tGif!�?😘😄
0.3000604262936789,0.7712620649954398,@melurkmez HAPPY BIRTHDAY MELL�?��?�?��?�?��?�?��?�?��?�?��?
0.2368103327945854,0.7273004880837509,@BrendanAThomas8 Thank you Brendan!! 😊
0.193085435516816,0.6960660771650201,Not in good mood 😭
0.3039188960372981,0.7520333986306105,id love to know where this fucking snow came from
0.2689891473258786,0.7427739705729397,Clipper moves through Indy Metro tomorrow morning.?Highs today again near 40. Clouds will be stubborn to break #inwx https://t.co/WYngoEBrWr
0.2684842963883815,0.7850708208768297,Stayed up until after 3 last night to do my sociology midterm questions and I feel like I honestly could be dying from tiredness
0.193085435516816,0.6960660771650201,That's one measuring stick of how well you love. #loveisblind #lovewins
0.2378215934410496,0.7795562560693209,New season of House of Cards to wake up to🙌�?�🇺🇸 #Underwood2016
0.2783306168583556,0.7655929395891914,Quit talkin turkey
0.17856126519605,0.6902907989751298,@PossumRoadkill @BradThor well we have Democrat running in the Republican debate so why not?
0.2840688366767872,0.6966746403293043,Fuck around get hit up by them hittas
0.2737013338937654,0.7675435611280913,"♫All About That Bass by @meghan_trainor, from #SoundHound with LiveLyrics® https://t.co/ZGtfx7w3cQ"
0.2815201199217806,0.6874181160408358,Fuck I forgot it's only Friday :( 😭 https://t.co/C0ituMjEJ8
0.2789861641055863,0.7490281607702074,I need cuddles and back rubs 😭
0.268564045994775,0.5533908739905513,@HuffingtonPost @Magsfolly THIS GUY LOOKS TOO DESPERIT DAS WHY TRUMPS WINNING
0.2871764466407776,0.7086423598894463,IT'S GAME DAY ⚽�?💙💪�?�
0.2860985743962869,0.6389386357635708,Ayee we all dogs out here 💯 https://t.co/MDoaXzyc1Y
0.2711699852650251,0.7256183310862551,I'm supposed to finish 35 reading plus seereaders by Sunday and we all know that ain't gonna happen.
0.2417243255868862,0.6671887921500844,I should of stayed home today instead of yesterday
0.3044148959525103,0.7512426482441305,We still miss you.  MIRIAM MAKEBA Happy Birthday.  https://t.co/5PTKvvOBFk #calabarimports� https://t.co/YuntpT0bM8
0.2945738875540657,0.7376135567653752,"Yes!! .@stephenfhayes: ""casual dishonesty is a feature of #DonaldTrump campaign. ""  https://t.co/Z541lAJHtz via @weeklystandard"
0.2959335503928875,0.739159881892401,@6ixtimes_ Watch The Highlights of #CoppinHomecoming16 Weekend: #KAIOS16 + #ALLSTARPARTY 🎉�?�  By #KINGENT 👑   📽�?�📽  https://t.co/8AhFKj4AjX
0.2858332580770424,0.6366688017489457,"Do girls realize that if you come to my page &amp; retweet one of my retweets, even if it wasn't my original tweet, I still get the notification"
0.2558656767994806,0.758145945531762,It's Friday... I have no classes and I'm up at 7:30AM... WTF
0.2821028986424022,0.6825815210898598,"Can you recommend anyone for this #job? Store Team Leader - https://t.co/6ze9E6X36O #Hinesville, GA #Retail #Hiring #CareerArc"
0.2321864945939511,0.7097194988866643,when you find out you car has a system🙃
0.2786598807199899,0.6531241586144092,Just realized I'm wearing an earring as a bracelet and I'm just going to stick with it.
0.2948290536317738,0.7368996182656962,I wish my dog would bark or something to wake me up instead of jumping on my head 😑😒
0.2775151766955344,0.6892660872004465,@subedew @trscoop @JamieW1776 @trump @FoxNews Bernie Goldberg has been deranged abt #Trump frm th beginning.
0.3073986890095013,0.7563366648616103,"Interested in a #Healthcare #job near #NewHaven, CT? This could be a great fit: https://t.co/7hADmxwV8U #Hiring #CareerArc"
0.3010855491575263,0.7452346835256722,Hopefully the last snow fall of the winter season! Even with the� https://t.co/gSbgYGTaHa
